Name,Branch,Place,Exams Accepted,Fees
"College of Engineering and Management, Punnapra",B.Tech Mechanical Engineering,"Alappuzha, Kerala",KEAM,"Fees:  ₹ 140,000"
"Jhulelal Institute of Technology, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 342,052"
"Holy Mary Institute of Technology, Keesara",B.Tech Mechanical Engineering,"Bogaram, Telangana",NA,Exams:  TS EAMCET 
"Hi-Tech Institute of Technology, Bhubaneswar",B.Tech Mechanical Engineering,"Khurdha, Odisha",JEE,"Fees:  ₹ 256,000"
"Hindu College of Engineering, Sonipat",B.Tech Mechanical Engineering,"Sonipat, Haryana",JEE,"Fees:  ₹ 305,340"
"Lyallpur Khalsa College of Engineering, Jalandhar",B.Tech Mechanical Engineering,"Jalandhar, Punjab",JEE,"Fees:  ₹ 339,000"
"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology, Khalapur",B.Tech Mechanical Engineering,"Kumbhivali, Maharashtra",NA,NA
"Manav School of Engineering and Technology, Akola",BE Mechanical Engineering,"Balapur, Maharashtra",JEE,"Fees:  ₹ 172,000"
"Mangayarkarasi College of Engineering, Madurai",BE Mechanical Engineering,"Paravai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Supreme Knowledge Foundation Group of Institutions, Hooghly",B.Tech Mechanical Engineering,"Chandannagar, West Bengal",JEE,"Fees:  ₹ 396,850"
"Swetha Institute of Technology and Science, Tirupathi",B.Tech Mechanical Engineering,"C Ramapuram, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Mahabir Engineering College, Ambala",B.Tech Mechanical Engineering,"Ambala, Haryana",NA,NA
"Maharaja Institute of Technology, Thandavapura",B.Tech Mechanical Engineering,"Thandavapura, Karnataka",NA,NA
"IK Gujral Punjab Technical University Campus, Batala",B.Tech Mechanical Engineering Lateral Entry,"Batala, Punjab",NA,NA
"MATS University, Raipur",B.Tech Mechanical Engineering,"Gullu, Chhattisgarh",NA,NA
"VPMs Maharshi Parshuram College of Engineering, Ratnagiri",BE Mechanical Engineering,"Velaneshwar, Maharashtra",NA,"Fees:  ₹ 233,200"
"Sasurie Academy of Engineering, Coimbatore",BE Mechanical Engineering,"Tiruppur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Shobhit University, Gangoh",B.Tech Mechanical Engineering,"Mohammadpur Road, Uttar Pradesh",JEE,"Fees:  ₹ 331,100"
"Maharaja Agrasen University, Solan",B.Tech Mechanical Engineering,"Solan, Himachal Pradesh",NA,"Exams:  JEE Main ,  HPCET "
"Sarla Birla University, Ranchi",B.Tech Mechanical Engineering,"Ranchi, Jharkhand",NA,NA
"Royal Global University, Guwahati",B.Tech Mechanical Engineering,"Guwahati, Assam",NA,Exams:  JEE Main 
"Rayat Institute of Engineering and Information Technology, Ropar Campus, Ropar",B.Tech Mechanical Engineering,"Rail, Punjab",NA,"Fees:  ₹ 343,000"
"Meerut Institute of Technology, Meerut",B.Tech Mechanical Engineering,"Aminagar Urf Bhurbaral, Uttar Pradesh",NA,"Fees:  ₹ 296,000"
"Proudadevaraya Institute of Technology, Hospet",BE Mechanical Engineering,"Hosapete, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Sreenivasa Institute of Technology and Management Studies, Chittoor",B.Tech Mechanical Engineering,"Kodigunta, Andhra Pradesh",NA,"Exams:  AP EAMCET ,  AP ECET "
"Sree Vahini Institute of Science and Technology, Tiruvuru",B.Tech Mechanical Engineering,"Patha Tiruvuru, Andhra Pradesh",AP,"Fees:  ₹ 180,000"
"Sree Rama Engineering College, Tirupathi",B.Tech Mechanical Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"South Point Institute of Technology and Management, Sonipat",B.Tech Mechanical Engineering,"Sonipat, Haryana",NA,"Fees:  ₹ 240,000"
"Visakha Technical Campus, Visakhapatnam",B.Tech Mechanical Engineering,"Peda Narava, Andhra Pradesh",AP,"Fees:  ₹ 200,800"
"Vikrant Institute of Technology and Management, Gwalior",BE Mechanical Engineering,"Ratwai, Madhya Pradesh",NA,Exams:  JEE Main 
"Shri Gulabrao Deokar College of Engineering, Jalgaon",BE Mechanical Engineering,"Jalgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Shri Balwant Institute of Technology, Sonipat",B.Tech Mechanical Engineering,"Mirakpur, Haryana",JEE,"Fees:  ₹ 240,000"
"Nandha College of Technology, Erode",BE Mechanical Engineering,"Vailkaalmedu, Tamil Nadu",NA,NA
"Regional College for Education Research and Technology, Sitapura",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 280,000"
"VSM College of Engineering, Ramachandrapuram",B.Tech Mechanical Engineering,"Ramachandrapuram, Andhra Pradesh",NA,Exams:  AP EAMCET 
"ULTRA College of Engineering and Technology, Madurai",BE Mechanical Engineering,"Jothiapatti, Tamil Nadu",NA,NA
"Thakur Shivkumarsingh Memorial Engineering College, Burhanpur",B.Tech Mechanical Engineering,"Nimbola, Madhya Pradesh",NA,NA
"Technocrats Institute of Technology Excellence, Bhopal",B.Tech Mechanical Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 297,600"
"Talla Padmavathi College of Engineering, Warangal",B.Tech Mechanical Engineering,"Kazipet, Telangana",TS,"Fees:  ₹ 182,500"
"Sunrise Institute of Engineering Technology and Management, Unnao",B.Tech Mechanical Engineering,"Unnao, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Srinivasa Institute of Engineering and Technology, Amalapuram",B.Tech Mechanical Engineering,"Amalapuram, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sri Krishna College of Engineering, Arakkonam",B.Tech Mechanical Engineering,"Arakkonam, Tamil Nadu",NA,NA
"Sakshi Institute of Technology and Management, Guna",BE Mechanical Engineering,"Guna, Madhya Pradesh",NA,Exams:  JEE Main 
"SNM Institute of Management and Technology, Ernakulam",B.Tech Mechanical Engineering,"Madaplathuruth, Kerala",KEAM,"Fees:  ₹ 240,000"
"Silicon Institute of Technology, Sambalpur",B.Tech Mechanical Engineering,"Sambalpur, Odisha",JEE,"Fees:  ₹ 340,000"
"CT Institute of Technology, Jalandhar",B.Tech Mechanical Engineering,"Jalandhar, Punjab",JEE,"Fees:  ₹ 358,520"
"Mata Rajkaur Institute of Engineering and Technology, Rewari",B.Tech Mechanical Engineering,"Rewari, Haryana",NA,Exams:  JEE Main 
"Tirumala Engineering College, Keesara",B.Tech Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 208,000"
"Pacific College of Engineering, Udaipur",B.Tech Mechanical Engineering,"Udaipur, Rajasthan",NA,NA
"Shatabdi Institute of Engineering and Research, Nashik",BE Mechanical Engineering Lateral Entry,"Agaskhind, Maharashtra",NA,NA
"Misrimal Navajee Munoth Jain Engineering College, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"Millennium Institute of Technology and Science, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 198,000"
"MES Institute of Technology and Management, Kollam",B.Tech Mechanical Engineering,"Kollam, Kerala",NA,Exams:  KCET 
"MES College of Engineering and Technology, Kunnukara",B.Tech Mechanical Engineering,"Kunnukara, Kerala",KEAM,"Fees:  ₹ 260,000"
"Lakshya Institute, Shahjahanpur",B.Tech Mechanical Engineering,"Adampur, Uttar Pradesh",NA,Exams:  UPSEE 
"Kuppam Engineering College, Kuppam",B.Tech Mechanical Engineering,"Kuppam, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Kommuri Pratap Reddy Institute of Technology, Ghatkesar",B.Tech Mechanical Engineering,"Ghatkesar, Telangana",TS,"Fees:  ₹ 240,000"
"PTR College of Engineering and Technology, Madurai",BE Mechanical Engineering,"Chettikulam, Tamil Nadu",NA,NA
"Sagar Institute of Technology and Management, Barabanki",B.Tech Mechanical Engineering,"Barabanki, Uttar Pradesh",UPSEE,"Fees:  ₹ 321,600"
"Global Engineering College, Jabalpur",BE Mechanical Engineering,"Jabalpur, Madhya Pradesh",NA,"Fees:  ₹ 182,000"
"GCRG Group of Institutions, Lucknow",B.Tech Mechanical Engineering,"Rampur Devrai, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Anantha Lakshmi Institute of Technology and Sciences, Anantapur",B.Tech Mechanical Engineering,"Itikalapalli, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"AWH Engineering College, Kozhikode",B.Tech Mechanical Engineering,"Kuttikkattoor, Kerala",NA,"Fees:  ₹ 300,000"
"Aurora's Engineering College, Nalgonda",B.Tech Mechanical Engineering,"Nalgonda, Telangana",TS,"Fees:  ₹ 216,200"
"JK Institute of Engineering, Bilaspur",B.Tech Mechanical Engineering,"Bilaspur, Chhattisgarh",NA,"Exams:  JEE Main ,  CG PET "
"ITM College of Engineering, Nagpur",BE Mechanical Engineering,"Kamptee, Maharashtra",NA,NA
"IPS College of Technology and Management, Gwalior",B.Tech Mechanical Engineering,"Gwalior, Madhya Pradesh",NA,"Fees:  ₹ 236,000"
"Institute of Technology and Management, Lucknow",B.Tech Mechanical Engineering,"Navi Kot Nandana, Uttar Pradesh",UPSEE,"Fees:  ₹ 305,000"
"Institute of Technology Marine Engineering, South 24 Parganas",Mechanical Engineering,"Kolkata, West Bengal",NA,NA
"DPG Institute of Technology and Management, Gurgaon",B.Tech Mechanical Engineering,"Gurgaon, Haryana",JEE,"Fees:  ₹ 357,500"
"East Point College of Engineering for Women, Bangalore",B. Tech Mechanical Engineering,"Bangalore, Karnataka",NA,NA
"Achutha Institute of Technology, Chikkaballapur",BE Mechanical Engineering,"Thangadikunte, Karnataka",KCET,"Fees:  ₹ 132,000"
"Ferozepur College of Engineering and Technology, Ferozepur",B.Tech Mechanical Engineering,"Moga, Punjab",NA,NA
"Alpine Institute of Technology, Ujjain",BE Mechanical Engineering,"Ujjain, Madhya Pradesh",JEE,"Fees:  ₹ 214,400"
"Al-Ameen Engineering College, Palakkad",B.Tech Mechanical Engineering,"Palakkad, Kerala",NA,Exams:  KEAM 
"Chhattisgarh Engineering College, Durg",B.Tech Mechanical Engineering,"Dhanora, Chhattisgarh",NA,"Exams:  JEE Main ,  CG PET "
"Chendu College of Engineering and Technology, Kancheepuram",B.Tech Mechanical Engineering,"Zamin Endathur, Tamil Nadu",NA,NA
"JNN Institute of Engineering, Tiruvallur",BE Mechanical Engineering,"Kannigaipair, Tamil Nadu",NA,NA
"Jeppiaar Institute of Technology, Kunnam",BE Mechanical Engineering,"Kunnam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jayam College of Engineering and Technology, Dharmapuri",BE Mechanical Engineering,"Dharmapuri, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jaya Engineering College, Chennai",BE Mechanical Engineering,"Thirunindravur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Hansaba College of Engineering and Technology, Sidhpur",BE Mechanical Engineering,"Siddhpur, Gujarat",JEE,"Fees:  ₹ 296,000"
"Poornima Group of Institutions, Jaipur",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 308,000"
"Annamacharya Institute of Technology and Science, Ranga Reddy",B.Tech Mechanical Engineering,"Kothaguda, Telangana",NA,"Fees:  ₹ 240,000"
"Hindusthan Institute of Technology and Management, Agra",B.Tech Mechanical Engineering,"Akabara, Uttar Pradesh",NA,"Fees:  ₹ 328,000"
"CBS Group of Institutions, Delhi",B.Tech in Mechanical Engineering,"New Delhi, Delhi",NA,Exams:  JEE Main 
"Achariya College of Engineering Technology, Puducherry",B.Tech Mechanical Engineering,"Villianur, Puducherry",NA,"Fees:  ₹ 116,000"
"Aditya College of Engineering, Chittoor",B.Tech Mechanical Engineering,"Madanapalle, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Sri Venkateswara Institute of Technology, Anantapur",B.Tech Mechanical Engineering,"Ramanepalli, Andhra Pradesh",NA,Exams:  AP EAMCET 
"SAL Institute of Engineering, Ahmedabad",B. Tech Mechanical Engineering,"Ahmedabad, Gujarat",NA,NA
"Siddhartha Educational Academy Group of Institutions, Tirupati",B.Tech Mechanical Engineering,"Tirupati, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Himgiri Zee University, Dehradun",B.Tech Mechanical Engineering,"Sherpur, Uttarakhand",NA,"Fees:  ₹ 340,000"
"VM Institute of Engineering and Technology, Nagpur",BE Mechanical Engineering,"Dongargaon, Maharashtra",NA,Exams:  MAHA CET 
"NPR College of Engineering and Technology, Dindigul",BE Mechanical Engineering,"Dindigul, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Bharat Engineering College, Hyderabad",B.Tech Mechanical Engineering,"Vastunagar, Telangana",NA,NA
"Jaypee University, Anoopshahr",B.Tech Mechanical Engineering,"Anupshahar, Uttar Pradesh",NA,NA
"Srinivas University, Mangalore",B.Tech Mechanical Engineering,"Mangaluru, Karnataka",NA,NA
"Suresh Gyan Vihar University, Jaipur",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 560,000"
"IIMT University, Meerut",B.Tech Mechanical Engineering,"Meerut, Uttar Pradesh",NA,NA
"VKR, VNB and AGK College of Engineering, Krishna",B.Tech Mechanical Engineering,"Gudivada, Andhra Pradesh",AP,"Fees:  ₹ 108,000"
"VIF College of Engineering and Technology, Moinabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",B.Tech Mechanical Engineering,"Solapur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Government Engineering College, Palanpur",B.Tech Mechanical Engineering,"Jagana, Gujarat",NA,NA
"SR Group of Institutions, Jhansi",B.Tech Mechanical Engineering,"Jhansi, Uttar Pradesh",JEE,"Fees:  ₹ 308,400"
"Skyline Institute of Engineering and Technology, Greater Noida",B.Tech Mechanical Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 425,000"
"Dr MC Saxena College of Engineering and Technology, Lucknow",B.Tech Mechanical Engineering,"Ghaila, Uttar Pradesh",NA,"Fees:  ₹ 345,100"
"Vinuthna Institute of Technology and Science, Warangal",B.Tech Mechanical Engineering,"Hasanparthy, Telangana",NA,Exams:  TS EAMCET 
"Vikash Institute of Technology, Bargarh",B.Tech Mechanical Engineering,"Bargarh, Odisha",JEE,"Fees:  ₹ 223,000"
"Shri Balaji Institute of Technology and Management, Betul",B.Tech Mechanical Engineering,"Sakadehi, Madhya Pradesh",NA,NA
"Shri Shankaracharya Institute of Technology and Management, Bhilai",B.Tech Mechanical Engineering,"Bhilai, Chhattisgarh",NA,"Fees:  ₹ 290,000"
"KVG College of Engineering, Sullia",B.Tech Mechanical Engineering,"Sullia, Karnataka",NA,"Fees:  ₹ 220,000"
"MRK Institute of Technology, Cuddalore",BE Mechanical Engineering,"Kattumannarkoil, Tamil Nadu",NA,Exams:  JEE Main 
"Narasu's Sarathy Institute of Technology, Salem",BE Mechanical Engineering,"Salem, Tamil Nadu",NA,NA
"Nadgir Institute of Engineering and Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",NA,"Exams:  JEE Main ,  COMEDK UGET "
"Raghu Institute of Technology, Visakhapatnam",B.Tech Mechanical Engineering,"Dakamarri, Andhra Pradesh",AP,"Fees:  ₹ 260,000"
"Mother Teresa Institute of Science and Technology, Khammam",B.Tech Mechanical Engineering,"Sathupally, Telangana",NA,Exams:  TS EAMCET 
"Usha Rama College of Engineering and Technology, Krishna",B.Tech Mechanical Engineering,"Krishna, Andhra Pradesh",NA,"Fees:  ₹ 199,200"
"Yellamma Dasappa Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 200,000"
"Tatva Institute of Technological Studies, Modasa",B.Tech Mechanical Engineering,"Modasa, Gujarat",NA,"Exams:  JEE Main ,  GUJCET "
"St Wilfred's Institute of Technology, Mumbai",Mechanical Engineering,"Vichumbe, Maharashtra",NA,NA
"St Johns College of Engineering and Technology, Kurnool",B.Tech Mechanical Engineering,"Yemmiganur, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sri Venkateswara College of Engineering and Technology, Thiruvallur",BE Mechanical Engineering,"Palliaraikuppam, Tamil Nadu",NA,"Fees:  ₹ 250,000"
"Sri Vani School of Engineering, Krishna",B.Tech Mechanical Engineering,"Vijayawada, Andhra Pradesh",JEE,"Fees:  ₹ 202,200"
"BM College of Technology, Indore",BE Mechanical Engineering,"Gokanya, Madhya Pradesh",NA,Exams:  JEE Main 
"Mar Baselios Christian College of Engineering and Technology, Idukki",B.Tech Mechanical Engineering,"Idukki, Kerala",KEAM,"Fees:  ₹ 340,100"
"Malineni Perumallu Educational Society's Group of Institutions, Guntur",B.Tech Mechanical Engineering,"Guntur, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 360,000"
"Phaltan Education Society's College of Engineering, Satara",BE Mechanical Engineering,"Thakurki, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Pavai College of Technology, Namakkal",B.Tech Mechanical Engineering,"Ananthakrishnarayasamudram, Tamil Nadu",NA,NA
"Sengunthar College of Engineering, Tiruchengode",BE Mechanical Engineering,"Tiruchengode, Tamil Nadu",NA,NA
"Scient Institute of Technology, Hyderabad",B.Tech Mechanical Engineering,"Rangareddy, Telangana",JEE,"Fees:  ₹ 213,800"
"SCAD Institute of Technology, Tirupur",BE Mechanical Engineering,"Chithambalam, Tamil Nadu",NA,NA
"MM College of Technology, Raipur",BE Mechanical Engineering,"Chhattisgarh, Chhattisgarh",NA,"Fees:  ₹ 283,000"
"Maya Institute of Technology and Management, Dehradun",B.Tech Mechanical Engineering,"Selakui, Uttarakhand",NA,Exams:  JEE Main 
"LDC Institute of Technical Studies, Allahabad",B.Tech Mechanical Engineering,"Soraon, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Latha Mathavan Engineering College, Madurai",BE Mechanical Engineering,"Kidaripatti, Tamil Nadu",NA,"Fees:  ₹ 110,000"
"Krupajal Engineering College, Bhubaneswar",B.Tech Mechanical Engineering,"Bhubaneshwar, Odisha",JEE,"Fees:  ₹ 308,000"
"Krishna Chaitanya Institute of Technology and Sciences, Markapur",B.Tech Mechanical Engineering,"Idupur, Andhra Pradesh",NA,"Fees:  ₹ 141,000"
"Kothiwal Institute of Technology and Professional Studies, Moradabad",B.Tech Mechanical Engineering,"Moradabad, Uttar Pradesh",JEE,"Fees:  ₹ 333,504"
"Anwarul-Uloom College of Engineering and Technology, Vikarabad",B.Tech Mechanical Engineering,"Rangareddy, Telangana",NA,NA
"Balaji Institute of Technology and Science, Narsampet",B.Tech Mechanical Engineering,"Laknepally, Telangana",TS,"Fees:  ₹ 140,000"
"BR Harne College of Engineering and Technology, Thane",BE Mechanical Engineering,"Karav, Maharashtra",JEE,"Fees:  ₹ 370,000"
"Builders Engineering College, Tirupur",BE Mechanical Engineering,"Tirupur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Alwar Institute of Engineering and Technology, Alwar",B.Tech Mechanical Engineering,"Alwar, Rajasthan",NA,"Fees:  ₹ 315,500"
"Akshaya College of Engineering and Technology, Coimbatore",BE Mechanical Engineering,"Singarampalayam, Tamil Nadu",NA,NA
"Bharathidasan Engineering College, Natarampalli",BE Mechanical Engineering,"Bandarapalli, Tamil Nadu",NA,NA
"Beehive College of Engineering and Technology, Dehradun",B.Tech Mechanical Engineering,"Selakui, Uttarakhand",JEE,"Fees:  ₹ 299,100"
"Chettinad College of Engineering and Technology, Karur",BE Mechanical Engineering,"Karur, Tamil Nadu",NA,NA
"College of Engineering, Pathanapuram",B.Tech Mechanical Engineering,"Pathanapuram, Kerala",NA,NA
"Jnana Vikas Institute of Technology, Bangalore",BE Mechanical Engineering,"Bidadi, Karnataka",COMEDK,"Fees:  ₹ 187,640"
"JMS Group of Institutions, Ghaziabad",B.Tech Mechanical Engineering,"Sabli, Uttar Pradesh",NA,NA
"BVM College of Technology and Management, Gwalior",B.Tech Mechanical Engineering,"Gwalior, Madhya Pradesh",NA,"Fees:  ₹ 182,000"
"Buddha Institute of Technology, Gorakhpur",B.Tech Mechanical Engineering,"Jhungia, Uttar Pradesh",JEE,"Fees:  ₹ 293,600"
"HMFA Memorial Institute of Engineering and Technology, Allahabad",B.Tech Mechanical Engineering,"Handia, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Hasmukh Goswami College of Engineering, Ahmedabad",BE Mechanical Engineering,"Raipur, Gujarat",GUJCET,"Fees:  ₹ 200,000"
"Hardayal Technical Campus, Mathura",B.Tech Mechanical Engineering,"Mathura, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Abdulkalam Institute of Technological Sciences, Khammam",B.Tech Mechanical Engineering,"Khammam, Telangana",NA,NA
"ARJ College of Engineering and Technology, Tiruvarur",BE Mechanical Engineering,"Kannarappettai, Tamil Nadu",NA,NA
"Sant Gajanan Maharaj College of Engineering, Mahagaon",B.Tech Mechanical Engineering,"Chinchewadi, Maharashtra",JEE,"Fees:  ₹ 233,120"
"Rungta Engineering College, Bhilai",BE Mechanical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 264,620"
"Cauvery Institute of Technology, Mandya",BE Mechanical Engineering,"Sundahalli, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Sreenivasa College of Engineering and Technology, Kurnool",B.Tech Mechanical Engineering,"Pedda Tekur, Andhra Pradesh",NA,NA
"Kamla Nehru Institute of Physical and Social Sciences Engineering Institute, Sultanpur",B.Tech Mechanical Engineering,"Sultanpur, Uttar Pradesh",NA,NA
"Himalayan Institute of Management and Technology, New Delhi",B.Tech Mechanical Engineering,"New Delhi, Delhi",NA,NA
"Rohini College of Engineering and Technology, Kanyakumari",BE Mechanical Engineering,"Paalkulam, Tamil Nadu",NA,NA
"CARE School of Engineering, Tiruchirappalli",BE Mechanical Engineering,"Tiruchirappalli, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Maharana Pratap University of Agriculture and Technology, Udaipur",B.Tech Mechanical Engineering,"Udaipur, Rajasthan",NA,Exams:  JEE Main 
"Vishveshwarya Group of Institutions, Gautam Buddha Nagar",B.Tech Mechanical Engineering,"Dadri, Uttar Pradesh",UPSEE,"Fees:  ₹ 390,000"
"Vignan Institute of Technology and Management, Berhampur",B.Tech Mechanical Engineering,"Jhatipadar, Odisha",JEE,"Fees:  ₹ 232,000"
"Vidhyadeep Institute of Engineering and Technology, Surat",BE Mechanical Engineering,"Bolav, Gujarat",GUJCET,"Fees:  ₹ 288,000"
"KMM Institute of Technology and Science, Tirupati",B.Tech Mechanical Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Sree Sowdambika College of Engineering, Virudhunagar",BE Mechanical Engineering,"Virudhunagar, Tamil Nadu",NA,NA
"Sree Buddha College of Engineering, Pathanamthitta",B.Tech Mechanical Engineering,"Muttathukonam, Kerala",NA,"Fees:  ₹ 200,000"
"Vidya Bharathi Institute of Technology, Warangal",B.Tech Mechanical Engineering,"Warangal, Telangana",NA,NA
"Vathsalya Institute of Science and Technology, Nalgonda",B.Tech Mechanical Engineering,"Anantharam, Telangana",NA,NA
"Vindhya Institute of Technology and Science, Indore",BE Mechanical Engineering,"Indore, Madhya Pradesh",NA,"Fees:  ₹ 173,200"
"Sasurie College of Engineering, Tirupur",BE Mechanical Engineering,"Vijayamangalam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Saraf Institute of Engineering and Technology, Hanumangarh",B.Tech Mechanical Engineering,"Hanumangarh Town, Rajasthan",NA,NA
"Sapthagiri College of Engineering, Dharmapuri",B.Tech Mechanical Engineering,"Periyanahalli, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Sanghvi Institute of Management and Science, Indore",BE Mechanical Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 248,000"
"Samanta Chandra Sekhar Institute of Technology Management, Semiliguda",B.Tech Mechanical Engineering,"Koraput, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Khalsa College of Engineering and Technology, Amritsar",B.Tech Mechanical Engineering,"Amritsar, Punjab",JEE,"Fees:  ₹ 308,700"
"Kaushik College of Engineering, Visakhapatnam",B.Tech Mechanical Engineering,"Tallavalasa, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Kalam Institute of Technology, Berhampur",B.Tech Mechanical Engineering,"Brahmapur, Odisha",JEE,"Fees:  ₹ 212,000"
"Kakinada Institute of Engineering and Technology, Corangi",B.Tech Mechanical Engineering,"Korangi, Andhra Pradesh",NA,"Fees:  ₹ 158,000"
"Maha Barathi Engineering College, Villupuram",BE Mechanical Engineering,"Vasudevanur, Tamil Nadu",NA,NA
"Ludhiana College of Engineering and Technology, Ludhiana",B.Tech Mechanical Engineering,"Katani Kalan, Punjab",JEE,"Fees:  ₹ 306,600"
"Nagpur Institute of Technology, Nagpur",BE Mechanical Engineering,"Mahurzari, Maharashtra",MAHA,"Fees:  ₹ 296,000"
"Universal Engineering College, Thrissur",B.Tech Mechanical Engineering,"Thrissur, Kerala",KEAM,"Fees:  ₹ 300,000"
"Thiruvalluvar College of Engineering and Technology, Vandavasi",B.Tech Mechanical Engineering,"Ponnur Malai, Tamil Nadu",NA,NA
"Technology Education and Research Institute, Kurukshetra",B.Tech Mechanical Engineering,"Kurukshetra, Haryana",JEE,"Fees:  ₹ 387,160"
"TR Abhilashi Memorial Institute of Engineering and Technology, Mandi",B.Tech Mechanical Engineering,"Sadar, Himachal Pradesh",NA,Exams:  JEE Main 
"Swarna Bharathi Institute of Science and Technology, Khammam",B.Tech Mechanical Engineering,"Khammam, Telangana",TS,"Fees:  ₹ 211,600"
"Suprabhath College of Engineering and Technology, Hyderabad",B. Tech Mechanical Engineering,"Sheriguda, Telangana",NA,NA
"Suddhananda Engineering and Research Centre, Bhubaneswar",B.Tech Mechanical Engineering,"Ara, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"St Soldier Institute of Engineering and Technology, Jalandhar",B.Tech Mechanical Engineering,"Gopalpur Alias Bidh, Punjab",NA,"Fees:  ₹ 300,000"
"Sri Ramakrishna College of Engineering, Perambalur",BE Mechanical Engineering,"Siruvachur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Sri Mittapalli College of Engineering, Guntur",B.Tech Mechanical Engineering,"Guntur, Andhra Pradesh",NA,"Fees:  ₹ 209,600"
"Sri Chundi Ranganayakulu Engineering College, Guntur",B.Tech Mechanical Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Shri Dadaji Institute of Technology and Science, Khandwa",BE Mechanical Engineering,"Khandwa, Madhya Pradesh",NA,Exams:  JEE Main 
"Mookambika Technical Campus, Ernakulam",B.Tech Mechanical Engineering,"Ernakulam, Kerala",NA,NA
"Delhi Global Institute of Technology, Jhajjar",B.Tech Mechanical Engineering,"Barhan, Haryana",NA,Exams:  JEE Main 
"MERI College of Engineering and Technology, Bahadurgarh",B.Tech Mechanical Engineering,"Garhi Sampla, Haryana",JEE,"Fees:  ₹ 244,000"
"Wainganga College of Engineering and Management, Nagpur",BE Mechanical Engineering,"Sirul, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"JSPM's Bhivarabai Sawant Institute of Technology and Research for Women, Satara",B. Tech Mechanical Engineering,"Pune, Maharashtra",NA,NA
