Name,Branch,Place,Exams Accepted,Fees
"GH Raisoni College of Engineering and Management, Pune",B.Tech Mechanical Engineering,"Pune, Maharashtra",NA,"Fees:  ₹ 419,960"
"ATME College of Engineering, Mysore",BE Mechanical Engineering,"Mysuru, Karnataka",KRLMPCA,"Fees:  ₹ 263,820"
"Padmabhooshan Vasantraodada Patil Institute of Technology, Sangli",BE Mechanical Engineering,"Sangli, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Global Institute of Engineering and Technology, Vellore",BE Mechanical Engineering,"Melvisharam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"SNS College of Engineering, Coimbatore",BE Mechanical Engineering,"Kurumbapalayam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Prathyusha Engineering College, Tiruvallur",BE Mechanical Engineering,"Tiruvallur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"THDC Institute of Hydro Power Engineering and Technology, Tehri",B.Tech Mechanical Engineering,"Tehri, Uttarakhand",NA,"Fees:  ₹ 255,000"
"Methodist College of Engineering and Technology, Hyderabad",BE Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 240,000"
"Finolex Academy of Management and Technology, Ratnagiri",BE Mechanical Engineering,"Ratnagiri, Maharashtra",JEE,"Fees:  ₹ 302,760"
"Anand Engineering College, Agra",B.Tech Mechanical Engineering,"Runkata, Uttar Pradesh",JEE,"Fees:  ₹ 403,500"
"Panjab University, SSG Regional Centre, Hoshiarpur",BE Mechanical Engineering,"Hoshiarpur, Punjab",NA,"Fees:  ₹ 351,020"
"MAEER's MIT College of Railway Engineering and Research, Barshi",B.Tech Mechanical Engineering,"Barshi, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"University of Kashmir, Srinagar",B.Tech Mechanical Engineering,"Srinagar, Jammu and Kashmir",NA,Exams:  JEE Main 
"Jaypee University of Engineering and Technology, Guna",B.Tech Mechanical Engineering,"Chetabarri, Madhya Pradesh",JEE,"Fees:  ₹ 740,000"
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology, Pune",BE Mechanical Engineering,"Baramati, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"KLS Vishwanathrao Deshpande Rural Institute of Technology, Haliyal",B.Tech Mechanical Engineering,"Haliyal, Karnataka",NA,"Fees:  ₹ 494,240"
"Inderprastha Engineering College, Ghaziabad",B.Tech Mechanical Engineering,"Ghaziabad, Uttar Pradesh",JEE,"Fees:  ₹ 475,000"
"St Peter's University, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 300,000"
"KJ Institute of Engineering and Technology, Vadodara",BE Mechanical Engineering,"Javla, Gujarat",GUJCET,"Fees:  ₹ 240,000"
"Muthoot Institute of Technology and Science, Ernakulam",B.Tech Mechanical Engineering,"Thiruvaniyoor, Kerala",KEAM,"Fees:  ₹ 236,100"
"Government College of Engineering, Srirangam",BE Mechanical Engineering,"Fathimanagar, Tamil Nadu",NA,NA
"PSG Institute of Advanced Studies, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Jyothy Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 237,600"
"Technocrats Institute of Technology, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 320,000"
"Government Engineering College, Idukki",B.Tech Mechanical Engineering,"Idukki Township, Kerala",KEAM,"Fees:  ₹ 35,908"
"College of Engineering Roorkee, Roorkee",B.Tech Mechanical Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 510,700"
"KU College of Engineering and Technology, Warangal",B.Tech Mechanical Engineering,"Hanamkonda, Telangana",NA,NA
"Dhanalakshmi Srinivasan Institute of Research and Technology, Perambalur",BE Mechanical Engineering,"Perambalur, Tamil Nadu",NA,NA
"Sanskriti University, Mathura",B.Tech Mechanical Engineering,"Mathura, Uttar Pradesh",NA,Exams:  JEE Main 
"Shridevi Institute of Engineering and Technology, Tumkur",BE Mechanical Engineering,"Tumakuru, Karnataka",KCET,"Fees:  ₹ 203,000"
"Vivekananda Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 360,000"
"Sri Sai Ram Institute of Technology, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Shiv Kumar Singh Institute of Technology and Science, Indore",BE Mechanical Engineering,"Indore, Madhya Pradesh",NA,NA
"SVPM's College of Engineering, Pune",BE Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 232,000"
"Sri Venkateswara College of Engineering and Technology, Chittoor",B.Tech Mechanical Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 328,400"
"MIET Engineering College, Tiruchirappalli",BE Mechanical Engineering,"Gundur, Tamil Nadu",NA,NA
"United Institute of Technology, Allahabad",B.Tech Mechanical Engineering,"Allahabad, Uttar Pradesh",NA,"Fees:  ₹ 498,600"
"Adichunchanagiri Institute of Technology, Chikmagalur",BE Mechanical Engineering,"Chikmagalur Rural, Karnataka",COMEDK,"Fees:  ₹ 238,800"
"Ballari Institute of Technology and Management, Bellary",BE Mechanical Engineering,"Ballari, Karnataka",NA,"Exams:  JEE Main ,  COMEDK UGET ,  KCET "
"Tula's Institute The Engineering and Management College, Dehradun",B.Tech Mechanical Engineering,"Dehradun, Uttarakhand",JEE,"Fees:  ₹ 276,000"
"Raj Kumar Goel Institute of Technology, Ghaziabad",B.Tech Mechanical Engineering,"Ghaziabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 463,500"
"Manav Institute of Technology and Management, Hisar",B.Tech Mechanical Engineering,"Hisar, Haryana",NA,NA
"Adarsh Institute of Technology and Research Center, Sangli",B.Tech Mechanical Engineering,"Khambale Bhalvani, Maharashtra",NA,NA
Indian Institute of Technology Goa,B.Tech Mechanical Engineering,"Ponda, Goa",NA,Exams:  JEE Advanced 
"St Martin's Engineering College, Secunderabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 240,000"
"Marian Engineering College, Thiruvananthapuram",B.Tech Mechanical Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 370,600"
"Matoshri Pratishthans Group of Institutions, Nanded",B.Tech Mechanical Engineering,"Khupsarwadi, Maharashtra",NA,Exams:  JEE Main 
"PSN College of Engineering and Technology, Tirunelveli",BE Mechanical Engineering,"Melathediyoor, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Cochin College of Engineering and Technology, Malappuram",B.Tech Mechanical Engineering,"Kattipparuthi, Kerala",KEAM,"Fees:  ₹ 300,000"
"CSI College of Engineering, Nilgiris",BE Mechanical Engineering,"Nilgiris, Tamil Nadu",NA,NA
"Jawaharlal College of Engineering and Technology, Palakkad",B.Tech Mechanical Engineering,"Lakkidi, Kerala",KEAM,"Fees:  ₹ 396,000"
"IFTM University, Moradabad",B.Tech Mechanical Engineering,"Lodhipur Rajput, Uttar Pradesh",NA,"Fees:  ₹ 408,000"
"GITAM School of Technology, Hyderabad",B.Tech Mechanical Engineering,"Rudraram, Telangana",GITAM,"Fees:  ₹ 1,088,000"
"Institute of Engineering and Technology, Dr BR Ambedkar University, Agra",B.Tech Mechanical Engineering,"Agra, Uttar Pradesh",NA,NA
"Anjuman College of Engineering and Technology, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",MAHA,"Fees:  ₹ 295,000"
"Government College of Engineering, Chandrapur",BE Mechanical Engineering,"Chandrapur, Maharashtra",MAHA,"Fees:  ₹ 101,004"
"ABR College of Engineering and Technology, Prakasam",B.Tech Mechanical Engineering,"Somanapalle, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Muffakham Jah College of Engineering and Technology, Hyderabad",BE Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 340,000"
"Singhania University, Jhunjhunu",B.Tech Mechanical Engineering,"Rasoolpur, Rajasthan",NA,NA
"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",B.Tech Mechanical Engineering,"Faridabad, Haryana",JEE,"Fees:  ₹ 613,500"
"Dr Shakuntala Misra National Rehabilitation University, Lucknow",B.Tech Mechanical Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 282,805"
"Sri Chaitanya Technical Campus, Ibrahimpatnam",B.Tech Mechanical Engineering,"Sheriguda, Telangana",TS,"Fees:  ₹ 200,000"
"College of Engineering and Management, Kolaghat",B.Tech Mechanical Engineering,"Kolaghat, West Bengal",NA,"Fees:  ₹ 73,300"
"LBS College of Engineering, Kasaragod",B.Tech Mechanical Engineering,"Bovikanam, Kerala",NA,"Fees:  ₹ 132,650"
"RTC Institute of Technology, Ranchi",B.Tech Mechanical Engineering,"Dardag, Jharkhand",JEE,"Fees:  ₹ 214,900"
"B K Birla Institute of Engineering and Technology, Pilani",B.Tech Mechanical Engineering,"Pilani, Rajasthan",JEE,"Fees:  ₹ 362,600"
"Government Engineering College, Karwar",B.Tech Mechanical Engineering,"Karwar, Karnataka",NA,"Fees:  ₹ 72,360"
"College of Engineering and Technology, IILM Academy of Higher Learning, Greater Noida",B.Tech Mechanical Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 445,900"
"Deogiri Institute of Engineering and Management Studies, Aurangabad",B.Tech Mechanical Engineering,"Aurangabad, Maharashtra",MAHA,"Fees:  ₹ 328,000"
"MET Bhujbal Knowledge City, Nashik",B.Tech Mechanical Engineering,"Nashik, Maharashtra",NA,"Fees:  ₹ 304,000"
"Mukesh Patel School of Technology Management and Engineering, Shirpur",B.Tech Mechanical Engineering,"Shirpur, Maharashtra",NA,NA
"PES College of Engineering, Aurangabad",BE Mechanical Engineering,"Aurangabad, Maharashtra",NA,NA
"Federal Institute of Science and Technology, Ernakulam",B.Tech Mechanical Engineering,"Mookkannoor, Kerala",KEAM,"Fees:  ₹ 249,000"
"New Horizon Institute of Technology and Management, Thane",BE Mechanical Engineering,"Thane, Maharashtra",NA,NA
"Mysore College of Engineering and Management, Mysore",BE Mechanical Engineering,"Mysore, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Dr DY Patil Institute of Engineering Management and Research, Pune",BE Mechanical Engineering,"Pimpri-Chinchwad, Maharashtra",JEE,"Fees:  ₹ 307,148"
"Indus University, Ahmedabad",B.Tech Mechanical Engineering,"Ahmedabad, Gujarat",GUJCET,"Fees:  ₹ 360,800"
"University College of Engineering, Panruti",BE Mechanical Engineering,"Panruti, Tamil Nadu",NA,"Fees:  ₹ 138,810"
"CMR Technical Campus, Hyderabad",B.Tech Mechanical Engineering,"Kandlakoi, Telangana",TS,"Fees:  ₹ 287,500"
"Dr CV Raman University, Bilaspur",BE Mechanical Engineering,"Bilaspur, Chhattisgarh",NA,"Fees:  ₹ 202,800"
"DY Patil College of Engineering and Technology, Kolhapur",BE Mechanical Engineering,"Kolhapur, Maharashtra",JEE,"Fees:  ₹ 366,400"
"St Vincent Pallotti College of Engineering and Technology, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 412,800"
"BLDEA's VP Dr PG Halakatti College of Engineering and Technology, Bijapur",BE Mechanical Engineering,"Bijapur, Karnataka",COMEDK,"Fees:  ₹ 623,000"
"Swami Keshvanand Institute of Technology, Management and Gramothan, Jaipur",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 319,500"
"Government Engineering College, Wayanad",B.Tech Mechanical Engineering,"Tindummal, Kerala",NA,"Fees:  ₹ 75,400"
"Government Women Engineering College, Ajmer",B.Tech Mechanical Engineering,"Ajmer, Rajasthan",JEE,"Fees:  ₹ 220,000"
"Loknayak Jai Prakash Institute of Technology, Chhapra",B.Tech Mechanical Engineering,"Chhapra, Bihar",NA,Exams:  BCECE 
"Nova College of Engineering and Technology, Ibrahimpatnam",B.Tech Mechanical Engineering,"Vijayawada, Andhra Pradesh",NA,"Fees:  ₹ 140,000"
"Bearys Institute of Technology, Mangalore",B.Tech Mechanical Engineering,"Boliyar, Karnataka",NA,"Fees:  ₹ 500,000"
"GS Mandal's Maharashtra Institute of Technology, Aurangabad",B.Tech Mechanical Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 336,000"
"Nehru Institute of Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"M Kumarasamy College of Engineering, Karur",BE Mechanical Engineering,"Malayampalayam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Reva Institute of Technology and Management, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",NA,NA
"Government College of Engineering and Technology, Jammu",BE Mechanical Engineering,"Jammu, Jammu and Kashmir",NA,"Fees:  ₹ 77,300"
"GH Raisoni Academy of Engineering and Technology, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 306,000"
"Srinivasa Ramanujan Institute of Technology, Anantapur",B.Tech Mechanical Engineering,"Chedulla, Andhra Pradesh",AP,"Fees:  ₹ 200,800"
"MLV Government Textile and Engineering College, Bhilwara",B.Tech Mechanical Engineering,"Bhilwara, Rajasthan",NA,"Fees:  ₹ 259,300"
"Anurag Engineering College, Kodad",B.Tech Mechanical Engineering,"Nalgonda, Telangana",NA,Exams:  TS EAMCET 
"Anurag College of Engineering, Ghatkesar",B.Tech Mechanical Engineering,"Ghatkesar, Telangana",TS,"Fees:  ₹ 215,500"
"Government Engineering College, Valsad",BE Mechanical Engineering,"Valsad, Gujarat",NA,"Fees:  ₹ 6,000"
"Gulzar Group of Institutes, Ludhiana",B.Tech Mechanical Engineering,"Ludhiana, Punjab",JEE,"Fees:  ₹ 298,200"
"Guru Kashi University, Talwandi Sabo",B.Tech Mechanical Engineering,"Talwandi Sabo, Punjab",NA,NA
"Government Engineering College, Ramanagara",BE Mechanical Engineering,"Ramanagara, Karnataka",NA,Exams:  KEAM 
"Khaja Banda Nawaz College of Engineering, Gulbarga",BE Mechanical Engineering,"Gulbarga, Karnataka",KCET,"Fees:  ₹ 220,000"
"Dr NGP Institute of Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Dr BR Ambedkar University, Agra",BE Mechanical Engineering,"Agra, Uttar Pradesh",NA,"Fees:  ₹ 288,000"
"Aditya College of Engineering, Surampalem",B.Tech Mechanical Engineering,"Surampalem, Andhra Pradesh",AP,"Fees:  ₹ 240,000"
"Sree Narayana Gurukulam College of Engineering, Ernakulam",B.Tech Mechanical Engineering,"Kadayirippu, Kerala",KEAM,"Fees:  ₹ 435,350"
"ITS Engineering College, Greater Noida",B.Tech Mechanical Engineering,"Greater Noida, Uttar Pradesh",UPSEE,"Fees:  ₹ 528,000"
"KGISL Institute of Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"St Mary's Technical Campus, Kolkata",B.Tech Mechanical Engineering,"Kolkata, West Bengal",NA,"Fees:  ₹ 280,000"
"Smt Indira Gandhi College of Engineering, Navi Mumbai",BE Mechanical Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 325,284"
"Knowledge Institute of Technology, Salem",BE Mechanical Engineering,"Salem, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Akshaya Institute of Technology, Tumkur",BE Mechanical Engineering,"Chikkagundagal, Karnataka",NA,NA
"Darshan Institute of Engineering and Technology, Rajkot",BE Mechanical Engineering,"Hadala, Gujarat",NA,"Fees:  ₹ 292,000"
"JIS College of Engineering, Nadia",B.Tech Mechanical Engineering,"Kanchrapara, West Bengal",JEE,"Fees:  ₹ 546,000"
"Apollo Institute of Engineering and Technology, Ahmedabad",B.Tech Mechanical Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 216,000"
"MS Engineering College, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 166,360"
"Saraswati College of Engineering, Navi Mumbai",BE Mechanical Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 364,440"
"Roorkee Institute of Technology, Roorkee",B.Tech Mechanical Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 383,200"
"Jain Institute of Technology, Davangere",BE Mechanical Engineering,"Davanagere, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Annamacharya Institute of Technology and Sciences, Tirupathi",B.Tech Mechanical Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 227,600"
"Saharsa College of Engineering, Saharsa",B.Tech Mechanical Engineering,"Saharsa, Bihar",NA,NA
Indian Institute of Technology Mandi,B.Tech Mechanical Engineering,"Suran, Himachal Pradesh",JEE,"Fees:  ₹ 828,750"
"University College of Engineering, Nagercoil",BE Mechanical Engineering,"Nagercoil, Tamil Nadu",NA,NA
"Visvesvaraya Technological University, Belagavi",B.Tech Mechanical Engineering,"Belgaum, Karnataka",NA,"Fees:  ₹ 61,840"
"Narasaraopeta Engineering College, Narasaraopet",B.Tech Mechanical Engineering,"Narasaraopet, Andhra Pradesh",AP,"Fees:  ₹ 288,000"
"University College of Engineering, Kancheepuram",BE Mechanical Engineering,"Kanchipuram, Tamil Nadu",NA,NA
"Parul Institute of Technology, Vadodara",B.Tech Mechanical Engineering,"Limda, Gujarat",GUJCET,"Fees:  ₹ 339,000"
"Guru Nanak Dev Engineering College, Bidar",B.Tech Mechanical Engineering,"Bidar, Karnataka",KCET,"Fees:  ₹ 249,000"
"Aditya Engineering College, Beed",BE Mechanical Engineering,"Beed, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"IES College of Engineering, Thrissur",B.Tech Mechanical Engineering,"Chitilappilly, Kerala",KEAM,"Fees:  ₹ 300,000"
National Institute of Technology Mizoram,B.Tech Mechanical Engineering,"Aizawl, Mizoram",JEE,"Fees:  ₹ 541,000"
"ABMSP's College of Engineering and Research, Pune",BE Mechanical Engineering,"Pune, Maharashtra",NA,Exams:  MAHA CET 
"Dr APJ Abdul Kalam University, Indore",BE Mechanical Engineering,"Indore, Madhya Pradesh",NA,NA
"Marwadi University, Rajkot",BE Mechanical Engineering,"Rajkot, Gujarat",NA,NA
"Sharad Institute of Technology, College of Engineering, Yadrav",BE Mechanical Engineering,"Ichalkaranji, Maharashtra",MAHA,"Fees:  ₹ 337,476"
"Appa Institute of Engineering and Technology, Gulbarga",BE Mechanical Engineering,"Kalaburagi, Karnataka",NA,NA
"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",BE Mechanical Engineering,"Yavatmal, Maharashtra",JEE,"Fees:  ₹ 247,865"
"Camellia School of Engineering and Technology, Barasat",B.Tech Mechanical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 280,000"
"Bhubaneswar Engineering College, Bhubaneswar",B.Tech Mechanical Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 252,000"
"Vignan Institute of Technology and Science, Nalgonda",B.Tech Mechanical Engineering,"Desh Mukhi, Telangana",TS,"Fees:  ₹ 320,000"
"Cooch Behar Government Engineering College, Cooch Behar",B.Tech Mechanical Engineering,"Cooch Behar, West Bengal",WBJEE,"Fees:  ₹ 29,900"
"SunRise University, Alwar",B.Tech Mechanical Engineering,"Bagar Rajput, Rajasthan",NA,"Fees:  ₹ 291,000"
"VSB College of Engineering Technical Campus, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Brainware University, Kolkata",B.Tech Mechanical Engineering,"Kolkata, West Bengal",NA,NA
"University College of Engineering, Dindigul",BE Mechanical Engineering,"Dindigul, Tamil Nadu",NA,NA
"ISL Engineering College, Hyderabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 140,000"
"RMD Sinhgad School of Engineering, Warje",BE Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 368,600"
"SRM Valliammai Engineering College, Kancheepuram",BE Mechanical Engineering,"Kancheepuram, Tamil Nadu",NA,"Fees:  ₹ 368,000"
"Padmabhooshan Vasantdada Patil Institute of Technology, Pune",B.Tech Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 420,000"
"Miracle Educational Society Group of Institutions, Vizianagaram",B.Tech Mechanical Engineering,"Vizianagaram, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"SEA College of Engineering and Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 198,000"
"EASA College of Engineering and Technology, Coimbatore",BE Mechanical Engineering,"Thirumalayampalayam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Dhanekula Institute of Engineering and Technology, Vijayawada",B.Tech Mechanical Engineering,"Gangur, Andhra Pradesh",AP,"Fees:  ₹ 230,800"
"Amity University, Gurgaon",B.Tech Mechanical Engineering,"Chandla Dungerwas, Haryana",Amity,"Fees:  ₹ 920,000"
"Arunachal University of Studies, Namsai",B.Tech Mechanical Engineering,"Namsai, Arunachal Pradesh",NA,NA
"RVS College of Engineering and Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
