Name,Branch,Place,Exams Accepted,Fees
"Shri Jeet Ram Smarak Institute of Engineering and Technology, Bareilly",B.Tech Civil Engineering,"Bareilly, Uttar Pradesh",NA,"Fees:  ₹ 186,000"
"Baba Institute of Technology and Sciences, Visakhapatnam",B.Tech Civil Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Universal College of Engineering and Technology, Vallioor",BE Civil Engineering,"Therkku Valliyoor, Tamil Nadu",NA,NA
"University of Burdwan, Bardhaman",BE Civil Engineering,"Bardhaman, West Bengal",NA,"Fees:  ₹ 223,400"
"Jawaharlal Institute of Technology, Coimbatore",Civil Engineering,"Thirumalayampalayam, Tamil Nadu",NA,NA
"Rayat Bahra University, Mohali",B.Tech Civil Engineering,"Sahauran, Punjab",NA,NA
"Anubose Institute of Technology, Palwancha",B.Tech Civil Engineering,"Palvoncha, Telangana",NA,Exams:  TS EAMCET 
"SR Institute of Management and Technology, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 339,600"
"Sobhasaria Group of Institutions, Sikar",B.Tech Civil Engineering,"Sikar, Rajasthan",JEE,"Fees:  ₹ 314,000"
"Shri Chhatrapati Shivaji Maharaj College of Engineering, Ahmednagar",BE Civil Engineering,"Ahmednagar, Maharashtra",NA,NA
"Shree Swami Atmanand Saraswati Institute of Technology, Surat",B.Tech Civil Engineering,"Surat, Gujarat",GUJCET,"Fees:  ₹ 292,000"
"Nalanda Institute of Technology, Chandaka",B.Tech Civil Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 284,000"
"Nagnathappa Halge College of Engineering, Beed",BE Civil Engineering,"Parli, Maharashtra",NA,Exams:  MAHA CET 
"Jeppiaar Maamallan Engineering College, Sriperumbudur",BE Civil Engineering,"Voyalur, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"MG Institute of Management and Technology, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Nadar Saraswathi College of Engineering and Technology, Theni",BE Civil Engineering,"Vadaveeranaickenpatty, Tamil Nadu",NA,NA
"St Xavier's Catholic College of Engineering, Kanyakumari",BE Civil Engineering,"Nagercoil, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Sri Vellappally Natesan College of Engineering, Mavelikkara",B.Tech Civil Engineering,"Bharanikkavu, Kerala",NA,"Fees:  ₹ 300,000"
"Tripura Institute of Technology, Agartala",B.Tech Civil Engineering,"Agartala, Tripura",JEE,"Fees:  ₹ 42,000"
"Ponjesly College of Engineering, Nagercoil",BE Civil Engineering,"Nagercoil, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Shekhawati Institute of Engineering and Technology, Sikar",B.Tech Civil Engineering,"Sikar, Rajasthan",NA,NA
"Metropolitan Institute of Technology and Management, Sindhudurg",BE Civil Engineering,"Sindhudurg, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Om Engineering College, Junagadh",BE Civil Engineering,"Kathrota, Gujarat",NA,"Fees:  ₹ 268,000"
"Pydah College of Engineering and Technology, Visakhapatnam",B.Tech Civil Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 156,400"
"Global Research Institute of Management and Technology, Yamuna Nagar",B.Tech Civil Engineering,"Radaur, Haryana",NA,"Fees:  ₹ 427,800"
"Gharda Institute of Technology, Ratnagiri",BE Civil Engineering,"Ratnagiri, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Genba Sopanroa Moze Trust's Parvatibai Genba Moze College of Engineering, Pune",BE Civil Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 260,000"
"Geeta Institute of Management and Technology, Kurukshetra",B.Tech Civil Engineering,"Kanipla, Haryana",NA,"Fees:  ₹ 263,570"
"Ashoka Institute of Technology and Management, Rajnandgaon",BE Civil Engineering,"Rajnandgaon, Chhattisgarh",NA,NA
"GH Raisoni College of Engineering and Management, Ahmednagar",BE Civil Engineering,"Ahmednagar, Maharashtra",JEE,"Fees:  ₹ 340,680"
"Allenhouse Institute of Technology, Kanpur",B.Tech Civil Engineering,"Rooma, Uttar Pradesh",UPSEE,"Fees:  ₹ 324,000"
"Adsul's Technical Campus, Ahmednagar",BE Civil Engineering,"Chas, Maharashtra",NA,NA
"Bapurao Deshmukh College of Engineering, Wardha",BE Civil Engineering,"Wardha, Maharashtra",JEE,"Fees:  ₹ 389,800"
"CMS College of Engineering and Technology, Coimbatore",BE Civil Engineering,"Coimbatore North, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Chhatrapati Shivaji Institute of Technology, Durg",BE Civil Engineering,"Durg, Chhattisgarh",JEE,"Fees:  ₹ 272,800"
"Corporate Institute of Science and Technology, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 224,000"
"Coorg Institute of Technology, Kodagu",BE Civil Engineering,"Halligattu, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Central College of Engineering and Management, Raipur",BE Civil Engineering,"Raipur, Chhattisgarh",JEE,"Fees:  ₹ 272,800"
"Hindu College of Engineering and Technology, Guntur",B.Tech Civil Engineering,"Guntur, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Heera College of Engineering and Technology, Thiruvananthapuram",B.Tech Civil Engineering,"Panavoor, Kerala",NA,Exams:  KEAM 
"Ilahia College of Engineering and Technology, Muvattupuzha",B.Tech Civil Engineering,"Mulavoor, Kerala",KEAM,"Fees:  ₹ 200,000"
"ITM Institute of Technology and Management, Gwalior",B.Tech Civil Engineering,"Gwalior, Madhya Pradesh",JEE,"Fees:  ₹ 288,000"
"Bharat Institute of Technology, Meerut",B.Tech Civil Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 380,000"
"Shree Devi Institute of Technology, Mangalore",BE Civil Engineering,"Mangaluru, Karnataka",KCET,"Fees:  ₹ 154,000"
"Saffrony Institute of Technology, Linch",BE Civil Engineering,"Linch, Gujarat",JEE,"Fees:  ₹ 296,000"
"Future Institute of Technology, Kolkata",B.Tech Civil Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 363,500"
"Mahaveer Institute of Technology and Science, Jadan",B.Tech Civil Engineering,"Pali, Rajasthan",NA,"Fees:  ₹ 380,000"
"Jagannath University, Jhajjar",B.Tech Civil Engineering,"Bahadurgarh, Haryana",NA,Exams:  JEE Main 
"Rajiv Gandhi University of Knowledge Technologies, RK Valley Campus, Kadapa",B.Tech Civil Engineering Integrated,"Idupulapaya, Andhra Pradesh",NA,NA
"Swami Vivekanand Institute of Engineering and Technology, Patiala",B.Tech Civil Engineering,"Patiala, Punjab",NA,"Fees:  ₹ 346,840"
"Vemu Institute of Technology, Chittoor",B.Tech Civil Engineering,"Karini Palli, Andhra Pradesh",AP,"Fees:  ₹ 206,300"
"Sri Venkateswaraa College of Technology, Sriperumbudur",BE Civil Engineering,"Sriperumbudur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Sri Vatsavai Krishnam Raju College of Engineering and Technology, West Godavari",B.Tech Civil Engineering,"Kumudavalli, Andhra Pradesh",NA,NA
"Tawi Engineering College, Pathankot",B.Tech Civil Engineering,"Pathankot, Punjab",NA,Exams:  JEE Main 
"TRP Engineering College, Tiruchirappalli",BE Civil Engineering,"Tiruchirappalli, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Vishwatmak Om Gurudev College of Engineering, Thane",BE Civil Engineering,"Thane, Maharashtra",JEE,"Fees:  ₹ 276,000"
"Ashoka Institute of Technology and Management, Varanasi",B.Tech Civil Engineering,"Varanasi, Uttar Pradesh",UPSEE,"Fees:  ₹ 338,800"
"Synergy Institute of Engineering and Technology, Dhenkanal",B.Tech Civil Engineering,"Dhenkanal, Odisha",JEE,"Fees:  ₹ 302,000"
"Punjab College of Engineering and Technology, Mohali",B.Tech Civil Engineering,"Malakpur, Punjab",NA,"Fees:  ₹ 352,944"
"Seacom Engineering College, Howrah",B.Tech Civil Engineering,"Jala Dhulagiri, West Bengal",NA,"Fees:  ₹ 1,120,000"
"Mookambigai College of Engineering, Pudukkottai",BE Civil Engineering,"Pudukkottai, Tamil Nadu",NA,NA
"Global Institute of Technology and Management, Gurgaon",B.Tech Civil Engineering,"Farrukh Nagar, Haryana",NA,Exams:  JEE Main 
"Aryan Institute of Engineering and Technology, Bhubaneswar",B.Tech Civil Engineering,"Mundala, Odisha",JEE,"Fees:  ₹ 252,000"
"Arasu Engineering College, Kumbakonam",BE Civil Engineering,"Kallappuliyur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Apex Institute of Management and Technology, Karnal",B.Tech Civil Engineering,"Bahlolpur Viran, Haryana",NA,NA
"Infinity Management and Engineering College, Sagar",BE Civil Engineering,"Sagar, Madhya Pradesh",NA,Exams:  JEE Main 
"Dr GU Pope College of Engineering, Thoothukudi",BE Civil Engineering,"Sayapuram, Tamil Nadu",NA,NA
"Eswar College of Engineering, Narasaraopet",B.Tech Civil Engineering,"Narasaraopet, Andhra Pradesh",NA,"Fees:  ₹ 200,800"
"Anand College of Engineering and Management, Kapurthala",B.Tech Civil Engineering,"Rawal, Punjab",JEE,"Fees:  ₹ 307,800"
"Dev Bhumy Institute of Engineering and Technology, Una",B.Tech Civil Engineering,"Haroli, Himachal Pradesh",NA,NA
"DY Patil Education Society's DY Patil Technical Campus, Kolhapur",B.Tech Civil Engineering,"Kolhapur, Maharashtra",NA,NA
"College of Engineering, Vadakara",B.Tech Civil Engineering,"Vadakara, Kerala",KEAM,"Fees:  ₹ 179,705"
"Jayalakshmi Institute of Technology, Dharmapuri",BE Civil Engineering,"Thoppur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"CK College of Engineering and Technology, Cuddalore",BE Civil Engineering,"Cuddalore, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"ICL Institute of Engineering and Technology, Ambala",BE Civil Engineering,"Ambala, Haryana",NA,"Fees:  ₹ 345,600"
"SS Agrawal Colleges, Navsari",B.Tech Civil Engineering,"Navsari, Gujarat",NA,NA
"Surya College of Engineering and Technology, Villupuram",BE Civil Engineering,"Salai, Tamil Nadu",NA,NA
"Sandipani Technical Campus Faculty of Engineering and Polytechnic, Latur",B.Tech Civil Engineering,"Kolpa, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"St Peter's Institute of Higher Education and Research, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,NA
"Amity University, Ranchi",B.Tech Civil Engineering,"Ranchi, Jharkhand",NA,NA
"TRUBA Institute of Engineering and Information Technology, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 268,000"
"Velammal College of Engineering and Technology, Thiruvallur",BE Civil Engineering,"Madurai, Tamil Nadu",JEE,"Fees:  ₹ 160,000"
"Nalanda Institute of Engineering and Technology, Guntur",B.Tech Civil Engineering,"Guntur, Andhra Pradesh",NA,NA
"Sri Taralbalu Jagadguru Institute of Technology, Haveri",B.Tech Civil Engineering,"Ranebennur, Karnataka",NA,Exams:  KCET 
"DN Patel College of Engineering, Nandurbar",BE Civil Engineering,"Shahada, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"SBM College of Engineering and Technology, Dindigul",BE Civil Engineering,"Ammakulathupatti, Tamil Nadu",NA,NA
"Late GN Sapkal College of Engineering, Nashik",BE Civil Engineering,"Nashik, Maharashtra",JEE,"Fees:  ₹ 308,208"
"Aurora's Research and Technological Institute, Warangal",B.Tech Civil Engineering,"Warangal, Telangana",NA,NA
"Lord Jegannath College of Engineering and Technology, Kanyakumari",BE Civil Engineering,"Kanyakumari, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"Rawal Institute of Engineering and Technology, Faridabad",B.Tech Civil Engineering,"Faridabad, Haryana",JEE,"Fees:  ₹ 382,000"
"Narnarayan Shastri Institute of Technology, Ahmedabad",B.Tech Civil Engineering,"Ahmedabad, Gujarat",JEE,"Fees:  ₹ 252,000"
"Prayag Institute of Technology and Management, Allahabad",B.Tech Civil Engineering,"Allahabad, Uttar Pradesh",NA,Exams:  UPSEE 
"UKF College of Engineering and Technology, Kollam",B.Tech Civil Engineering,"Kollam, Kerala",NA,Exams:  KEAM 
"Thejus Engineering College, Thrissur",B.Tech Civil Engineering,"Vellarakkad, Kerala",KEAM,"Fees:  ₹ 341,750"
"T John Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 525,000"
"Synergy Institute of Technology, Bhubaneswar",B.Tech Civil Engineering,"Bhubaneswar, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Swathi Institute of Technology and Sciences, Hayathnagar",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 140,000"
"Wellfare Institute of Science Technology and Management, Visakhapatnam",B.Tech Civil Engineering,"Mudapaka, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Institute of Technology and Management, Gorakhpur",B.Tech Civil Engineering,"Rautpar Saria, Uttar Pradesh",NA,Exams:  UPSEE 
"Babu Banarasi Das Engineering College, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 448,000"
"Mailam Engineering College, Villupuram",BE Civil Engineering,"Mailam, Tamil Nadu",NA,NA
"Prannath Parnami Institute of Management and Technology, Hisar",B.Tech Civil Engineering,"Gangwa, Haryana",NA,"Fees:  ₹ 255,200"
"RVS School of Engineering and Technology, Dindigul",BE Civil Engineering,"Padiyur, Tamil Nadu",NA,NA
"Oxford Engineering College, Tiruchirappalli",BE Civil Engineering,"Tiruchirappalli, Tamil Nadu",NA,Exams:  JEE Main 
"Quba College of Engineering and Technology, Nellore",B.Tech Civil Engineering,"Nellore, Andhra Pradesh",NA,"Fees:  ₹ 140,000"
"Nirmala College of Engineering, Thrissur",B.Tech Civil Engineering,"Meloor, Kerala",KEAM,"Fees:  ₹ 330,000"
"Sha-Shib College of Engineering, Chikkaballapur",BE Civil Engineering,"Batthalahalli, Karnataka",NA,NA
"Seemanta Engineering College, Mayurbhanj",B.Tech Civil Engineering,"Mayurbhanj, Odisha",JEE,"Fees:  ₹ 196,000"
"MJR College of Engineering and Technology, Chittoor",B.Tech Civil Engineering,"Yerraguntlapalle, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Krishnasamy College of Engineering and Technology, Cuddalore",BE Civil Engineering,"Cuddalore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Krishna Institute of Technology, Kanpur",B.Tech Civil Engineering,"Kanpur, Uttar Pradesh",UPSEE,"Fees:  ₹ 338,800"
"PSR Engineering College, Sivakasi",BE Civil Engineering,"Sevalpatti, Tamil Nadu",NA,NA
"Baba Farid College of Engineering and Technology, Bathinda",B.Tech Civil Engineering,"Buladewala, Punjab",JEE,"Fees:  ₹ 339,000"
"Gurgaon College of Engineering, Gurgaon",BE Civil Engineering,"Bilaspur Khurd, Haryana",NA,"Fees:  ₹ 394,000"
"DJR College of Engineering and Technology, Vijayawada",B.Tech Civil Engineering,"Vijayawada, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Adhunik College of Engineering, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",NA,Exams:  UPSEE 
"Einstein Academy of Technology and Management, Khordha",B.Tech Civil Engineering,"Bajpur, Odisha",JEE,"Fees:  ₹ 231,500"
"All Saints' College of Engineering, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,Exams:  JEE Main 
"Aligarh College of Engineering and Technology, Aligarh",B.Tech Civil Engineering,"Aligarh, Uttar Pradesh",JEE,"Fees:  ₹ 220,000"
"Bhagwati Institute of Technology and Science, Ghaziabad",B.Tech Civil Engineering,"Dasna Dehat, Uttar Pradesh",UPSEE,"Fees:  ₹ 300,000"
"Bandari Srinivas Institute of Technology, Ranga Reddy",B.Tech Civil Engineering,"Dharmasagar, Telangana",NA,"Fees:  ₹ 140,000"
"Christu Jyothi Institute of Technology and Science, Warangal",B.Tech Civil Engineering,"Warangal, Telangana",TS,"Fees:  ₹ 158,800"
"DAV College of Engineering and Technology, Kanina",B.Tech Civil Engineering,"Kanina, Haryana",JEE,"Fees:  ₹ 280,000"
"Jaihind College of Engineering, Pune",BE Civil Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 221,600"
"Bishop Jerome Institute, Kollam",B.Tech Civil Engineering,"Kollam, Kerala",KEAM,"Fees:  ₹ 300,000"
"IITT College of Engineering, Kala Amb",B.Tech Civil Engineering,"Kala Amb, Himachal Pradesh",NA,"Fees:  ₹ 240,000"
"IIMT Engineering College, Meerut",B.Tech Civil Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 261,000"
"Poornima Institute of Engineering and Technology, Jaipur",B.Tech Civil Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 308,000"
"SVR Engineering College, Nandyal",B.Tech Civil Engineering,"Nandyal, Andhra Pradesh",JEE,"Fees:  ₹ 140,000"
"Princeton College of Engineering and Technology, Ghatkesar",B.Tech Civil Engineering,"Aushapur, Telangana",NA,"Fees:  ₹ 140,000"
"Bhubaneswar College of Engineering, Khordha",B.Tech Civil Engineering,"Ambhabil, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"PNS Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"DA Degree Engineering and Technology, Mahemdabad",B.Tech Civil Engineering,"Mahemdabad, Gujarat",NA,NA
"GDMM College of Engineering and Technology, Nandigama",B.Tech Civil Engineering,"Nandigama, Andhra Pradesh",NA,NA
"Priyadarshini Bhagwati College of Engineering, Nagpur",BE Civil Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 360,000"
"Dr AD Shinde College of Engineering, Kolhapur",BE Civil Engineering,"Gadhinglaj, Maharashtra",NA,NA
"Anna University Regional Campus, Madurai",BE Civil Engineering,"Madurai, Tamil Nadu",NA,NA
"Pacific University, Udaipur",B.Tech Civil Engineering,"Chandresh Vihar, Rajasthan",NA,NA
"Pratap University, Jaipur",B.Tech Civil Engineering,"Jaipur, Rajasthan",NA,NA
"Jai Narain Vyas University, Jodhpur",BE Civil Engineering,"Jodhpur, Rajasthan",NA,NA
"Alakh Prakash Goyal Shimla University, Shimla",B.Tech Civil Engineering,"Taradevi, Himachal Pradesh",NA,Exams:  JEE Main 
"Madhav University, Sirohi",B.Tech Civil Engineering,"Bharja, Rajasthan",NA,NA
"Apex Professional University, Pasighat",B.Tech Civil Engineering,"Pasighat, Arunachal Pradesh",NA,NA
"Vidyasagar Institute of Technology, Indore",BE Civil Engineering,"Khudel, Madhya Pradesh",NA,NA
"Veerappa Nisty Engineering College, Shorapur",BE Civil Engineering,"Yadgir, Karnataka",NA,Exams:  KCET 
"Bheemanna Khandre Institute of Technology, Bhalki",BE Civil Engineering,"Bhalki, Karnataka",JEE,"Fees:  ₹ 324,000"
"Vidhyapeeth Institute of Science and Technology, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Nannapaneni Venkat Rao College of Engineering and Technology, Guntur",B.Tech Civil Engineering,"Tenali, Andhra Pradesh",NA,NA
"Prestige Institute of Engineering and Science, Indore",BE Civil Engineering,"Indore, Madhya Pradesh",NA,"Fees:  ₹ 208,000"
"Prasiddha College of Engineering and Technology, Amalapuram",B.Tech Civil Engineering,"Amalapuram, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Universal College of Engineering and Research, Pune",BE Civil Engineering,"Shindevadi, Maharashtra",JEE,"Fees:  ₹ 293,120"
"TJS Engineering College, Thiruvallur",BE Civil Engineering,"Thiruvallur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Suyash Institute of Information Technology, Gorakhpur",B.Tech Civil Engineering,"Gorakhpur, Uttar Pradesh",NA,Exams:  UPSEE 
"Sri Revana Siddeshwara Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,NA
"MET's School of Engineering, Thrissur",B.Tech Civil Engineering,"Valiyaparambu, Kerala",KEAM,"Fees:  ₹ 300,000"
"Aryabhatta College of Engineering and Research Centre, Ajmer",B.Tech Civil Engineering,"Ajmer, Rajasthan",NA,NA
"Maharaja Agrasain Institute of Technology, Ghaziabad",B.Tech Civil Engineering,"Pilkhuwa, Uttar Pradesh",JEE,"Fees:  ₹ 432,000"
"ACE College of Engineering and Management, Agra",B.Tech Civil Engineering,"Agra, Uttar Pradesh",NA,Exams:  UPSEE 
"Maria College of Engineering and Technology, Kanyakumari",BE Civil Engineering,"Attoor, Tamil Nadu",NA,NA
"Malineni Lakshmaiah Engineering College, Singarayakonda",B.Tech Civil Engineering,"Kanumalla, Andhra Pradesh",NA,NA
"Padmanava College of Engineering, Rourkela",B.Tech Civil Engineering,"Rourkela, Odisha",JEE,"Fees:  ₹ 297,500"
"Kshatriya College of Engineering, Nizamabad",B.Tech Civil Engineering,"Kotha Armur, Telangana",NA,Exams:  TS EAMCET 
"Kingston Engineering College, Vellore",BE Civil Engineering,"Kunjanur R.F., Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Pacific Institute of Technology, Udaipur",B.Tech Civil Engineering,"Udaipur, Rajasthan",NA,"Fees:  ₹ 220,000"
"Ghousia College of Engineering, Ramanagara",BE Civil Engineering,"Ramanagara, Karnataka",KCET,"Fees:  ₹ 480,000"
"Arun Muchhala Engineering College, Amreli",BE Civil Engineering,"Dhari, Gujarat",NA,NA
"Azad Institute of Engineering and Technology, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 350,000"
"Indraprastha Institute of Management and Technology, Saharanpur",B.Tech Civil Engineering,"Badheri Kauli, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Greater Kolkata College of Engineering and Management, Baruipur",B.Tech Civil Engineering,"Baruipur, West Bengal",NA,Exams:  WBJEE 
"Dr DY Patil Technical Campus, Pune",BE Civil Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 280,000"
"Ajmer Institute of Technology, Ajmer",B.Tech Civil Engineering II Shift,"Ajmer, Rajasthan",NA,NA
"Agnos College of Technology, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Chalapathi Institute of Engineering and Technology, Guntur",B.Tech Civil Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 210,000"
"Delhi Institute of Engineering and Technology, Meerut",B.Tech Civil Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 288,800"
"Bomma Institute of Technology and Science, Khammam",B.Tech Civil Engineering,"Basvapuram, Telangana",NA,NA
"Bhubaneswar Institute of Technology, Bhubaneswar",B.Tech Civil Engineering,"Harapur, Odisha",NA,Exams:  OJEE 
"Aarushi Group of Institutions, Warangal",B.Tech Civil Engineering,"Warangal, Telangana",NA,NA
"The Kavery College of Engineering, Salem",BE Civil Engineering,"M.Kalipatti, Tamil Nadu",NA,NA
"Ideal Institute of Technology, Wada",BE Civil Engineering,"Posheri, Maharashtra",JEE,"Fees:  ₹ 264,000"
"Vidya Prasarini Sabha's College of Engineering and Technology, Lonavala",BE Civil Engineering,"Lonavala, Maharashtra",NA,Exams:  MAHA CET 
"Ramchandra Chandravansi Institute of Technology, Bishrampur",B.Tech Civil Engineering,"Bisrampur, Jharkhand",NA,Exams:  JEE Main 
"Sri Venkateswara College of Engineering, Kadapa",B.Tech Civil Engineering,"Kadapa, Andhra Pradesh",NA,NA
"St Mary's Engineering College, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"ICFAI University, Jaipur",B.Tech Civil Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 340,000"
"Jodhpur National University, Jodhpur",B.Tech Civil Engineering,"Jodhpur, Rajasthan",NA,"Fees:  ₹ 341,000"
"Vishwabharati Academy's College of Engineering, Ahmednagar",BE Civil Engineering,"Sarola Baddi, Maharashtra",MAHA,"Fees:  ₹ 272,728"
"PK Technical Campus, Pune",BE Civil Engineering,"Kadachiwadi, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Institute of Knowledge College of Engineering, Pune",B.Tech Civil Engineering,"Shirur, Maharashtra",JEE,"Fees:  ₹ 238,320"
"SKR Engineering College, Chennai",BE Civil Engineering,"Varadharajapuram, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"ICFAI University, Tripura",B.Tech Civil Engineering,"Fatikchhara, Tripura",JEE,"Fees:  ₹ 460,000"
"University College of Engineering, Ariyalur",BE Civil Engineering,"Thelur, Tamil Nadu",NA,NA
"Vedang Institute of Technology, Bhubaneswar",B.Tech Civil Engineering,"Narangarh, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Sree Chaitanya College of Engineering, Karimnagar",B.Tech Civil Engineering,"Karimnagar, Telangana",JEE,"Fees:  ₹ 192,000"
"GVR and S College of Engineering and Technology, Guntur",B.Tech Civil Engineering,"Guntur, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sir JC Bose School of Engineering, Hooghly",B.Tech Civil Engineering,"Chandannagar, West Bengal",NA,Exams:  WBJEE 
"OmDayal Group of Institutions, Howrah",B.Tech Civil Engineering,"Mahespur, West Bengal",JEE,"Fees:  ₹ 316,000"
"HR Institute of Technology, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 359,700"
"Satyam College of Engineering and Technology, Kanyakumari",BE Civil Engineering,"Aralvaimozhi, Tamil Nadu",NA,NA
"Shri Shivaji Institute of Engineering and Management Studies, Parbhani",B.Tech Civil Engineering,"Parbhani, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Sarada Institute of Technology and Science, Raghunadhapalem",B.Tech Civil Engineering,"Regula Chalka, Telangana",NA,NA
"Shri Ram College of Technology, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Karnal Institute of Technology and Management, Karnal",B.Tech Civil Engineering,"Kunjpura, Haryana",NA,NA
"KS School of Engineering and Management, Bangalore",B.Tech Civil Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 126,560"
"Raj Kumar Goel Engineering College, Ghaziabad",B.Tech Civil Engineering,"Pilkhuwa, Uttar Pradesh",UPSEE,"Fees:  ₹ 363,000"
"Universal College of Engineering and Technology, Gandhinagar",BE Civil Engineering,"Kalol, Gujarat",GUJCET,"Fees:  ₹ 184,000"
"Thangavelu Engineering College, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Surendra Institute of Engineering and Management, Siliguri",B.Tech Civil Engineering,"Patharghata, West Bengal",JEE,"Fees:  ₹ 361,000"
"Suguna College of Engineering, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,NA
"St Thomas College of Engineering and Technology, Alappuzha",B.Tech Civil Engineering,"Parachanta, Kerala",NA,"Fees:  ₹ 300,000"
"St Aloysius Institute of Technology, Jabalpur",BE Civil Engineering,"Jamtara, Madhya Pradesh",JEE,"Fees:  ₹ 192,400"
"St Thomas Institute for Science and Technology, Thiruvananthapuram",B.Tech Civil Engineering,"Chanthavila, Kerala",NA,Exams:  KEAM 
"Scholar Institute of Technology and Management, Kamrup",BE Civil Engineering,"Guwahati, Assam",NA,"Exams:  JEE Main ,  Assam CEE "
"Krishna Engineering College, Bhilai",BE Civil Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 294,800"
"Institute of Technology, Korba",BE Civil Engineering,"Jhagarha, Chhattisgarh",NA,"Exams:  JEE Main ,  CG PET "
